ID,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
1746,38.5,41.6,4.0,8.3,0.0,2171-08-23,3,0.74,183.47,846.42,2
1747,38.5,41.6,4.0,8.3,0.0,2171-08-23,4,0.69,180.08,739.6,0
1748,38.5,41.6,4.0,8.3,0.0,2171-08-23,2,0.56,109.91,553.06,2
1749,38.5,41.6,4.0,8.3,0.0,2171-08-23,5,0.47,116.21,382.89,2
1750,32.7,53.3,1.5,3.0,0.0,2170-09-23,1,0.72,199.35,316.86,0
1751,32.7,53.3,1.5,3.0,0.0,2170-09-23,3,0.71,171.89,890.09,2
1752,32.7,53.3,1.5,3.0,0.0,2170-09-23,4,0.69,179.16,692.43,0
1753,32.7,53.3,1.5,3.0,0.0,2170-09-23,2,0.6,149.39,234.17,2
1754,32.7,53.3,1.5,3.0,0.0,2170-09-23,5,0.7,191.89,946.6,2
1755,29.9,47.1,3.1,8.3,0.0,2171-09-23,1,0.68,243.51,715.73,1
1756,29.9,47.1,3.1,8.3,0.0,2171-09-23,3,0.77,268.88,384.84,1
1757,29.9,47.1,3.1,8.3,0.0,2171-09-23,4,0.82,222.66,478.63,1
1758,29.9,47.1,3.1,8.3,0.0,2171-09-23,2,0.5,119.93,46.6,2
1759,29.9,47.1,3.1,8.3,0.0,2171-09-23,5,0.48,110.7,567.68,2
1760,12.4,73.4,12.1,18.8,0.1,2170-01-24,1,0.61,153.09,163.99,0
1761,12.4,73.4,12.1,18.8,0.1,2170-01-24,3,0.81,220.68,897.45,3
1762,12.4,73.4,12.1,18.8,0.1,2170-01-24,4,0.56,256.43,260.19,0
1763,12.4,73.4,12.1,18.8,0.1,2170-01-24,2,0.65,198.68,719.56,2
1764,12.4,73.4,12.1,18.8,0.1,2170-01-24,5,0.69,191.08,306.34,2
1765,7.9,64.7,2.5,0.0,0.0,2171-01-24,1,0.71,180.23,751.87,0
1766,7.9,64.7,2.5,0.0,0.0,2171-01-24,3,0.94,282.41,301.34,3
1767,7.9,64.7,2.5,0.0,0.0,2171-01-24,4,0.58,175.52,172.26,0
1768,7.9,64.7,2.5,0.0,0.0,2171-01-24,2,0.65,173.28,452.52,0
1769,7.9,64.7,2.5,0.0,0.0,2171-01-24,5,0.65,104.76,202.34,2
1770,14.9,61.2,3.3,3.8,0.0,2170-10-24,1,0.91,274.99,451.83,1
1771,14.9,61.2,3.3,3.8,0.0,2170-10-24,3,0.89,161.43,489.42,0
1772,14.9,61.2,3.3,3.8,0.0,2170-10-24,4,0.6,250.1,23.92,0
1773,14.9,61.2,3.3,3.8,0.0,2170-10-24,2,0.68,143.62,156.99,2
1774,14.9,61.2,3.3,3.8,0.0,2170-10-24,5,0.61,106.11,875.44,2
1775,27.1,57.6,3.3,4.0,0.0,2171-10-24,1,0.67,195.41,421.0,0
1776,27.1,57.6,3.3,4.0,0.0,2171-10-24,3,0.86,269.19,894.23,0
1777,27.1,57.6,3.3,4.0,0.0,2171-10-24,4,0.81,193.91,173.15,0
1778,27.1,57.6,3.3,4.0,0.0,2171-10-24,2,0.53,151.7,521.82,2
1779,27.1,57.6,3.3,4.0,0.0,2171-10-24,5,0.55,150.41,575.6,2
1780,11.8,75.9,5.3,8.3,0.2,2170-11-24,1,0.79,187.59,393.54,0
1781,11.8,75.9,5.3,8.3,0.2,2170-11-24,3,0.9,268.34,582.35,0
1782,11.8,75.9,5.3,8.3,0.2,2170-11-24,4,0.89,277.82,505.54,1
1783,11.8,75.9,5.3,8.3,0.2,2170-11-24,2,0.64,111.58,875.54,2
1784,11.8,75.9,5.3,8.3,0.2,2170-11-24,5,0.37,176.1,421.91,0
1785,17.8,75.4,3.2,4.2,0.0,2171-11-24,1,1.0,152.87,504.33,0
1786,17.8,75.4,3.2,4.2,0.0,2171-11-24,3,0.68,170.25,928.15,2
1787,17.8,75.4,3.2,4.2,0.0,2171-11-24,4,0.77,253.62,620.82,0
1788,17.8,75.4,3.2,4.2,0.0,2171-11-24,2,0.43,107.54,837.0,2
1789,17.8,75.4,3.2,4.2,0.0,2171-11-24,5,0.34,156.02,529.01,0
1790,16.7,66.0,5.3,17.1,0.0,2170-12-24,1,0.93,255.72,665.88,0
1791,16.7,66.0,5.3,17.1,0.0,2170-12-24,3,0.87,184.17,365.21,2
1792,16.7,66.0,5.3,17.1,0.0,2170-12-24,4,0.52,244.77,623.8,0
1793,16.7,66.0,5.3,17.1,0.0,2170-12-24,2,0.56,126.77,45.96,2
1794,16.7,66.0,5.3,17.1,0.0,2170-12-24,5,0.41,188.01,780.74,0
1795,19.4,66.4,3.1,1.0,0.0,2171-12-24,1,0.57,278.83,727.03,0
1796,19.4,66.4,3.1,1.0,0.0,2171-12-24,3,0.81,240.57,391.51,1
1797,19.4,66.4,3.1,1.0,0.0,2171-12-24,4,0.62,244.38,223.34,1
1798,19.4,66.4,3.1,1.0,0.0,2171-12-24,2,0.37,180.52,249.37,0
1799,19.4,66.4,3.1,1.0,0.0,2171-12-24,5,0.61,130.5,895.33,2
1800,20.7,63.8,8.0,21.9,0.0,2170-02-24,1,0.99,186.36,141.34,0
1801,20.7,63.8,8.0,21.9,0.0,2170-02-24,3,0.67,180.02,316.31,2
1802,20.7,63.8,8.0,21.9,0.0,2170-02-24,4,0.87,185.02,780.31,0
1803,20.7,63.8,8.0,21.9,0.0,2170-02-24,2,0.66,127.07,883.96,0
1804,20.7,63.8,8.0,21.9,0.0,2170-02-24,5,0.63,177.05,556.95,2
1805,20.7,69.7,13.5,19.9,0.0,2171-02-24,1,0.63,222.71,202.66,1
1806,20.7,69.7,13.5,19.9,0.0,2171-02-24,3,0.65,179.12,796.29,2
1807,20.7,69.7,13.5,19.9,0.0,2171-02-24,4,0.85,230.58,103.2,0
1808,20.7,69.7,13.5,19.9,0.0,2171-02-24,2,0.39,123.61,795.09,2
1809,20.7,69.7,13.5,19.9,0.0,2171-02-24,5,0.46,102.28,678.13,0
1810,18.6,48.7,4.9,6.9,0.0,2170-03-24,1,0.87,225.41,260.05,1
1811,18.6,48.7,4.9,6.9,0.0,2170-03-24,3,0.66,155.19,174.55,2
1812,18.6,48.7,4.9,6.9,0.0,2170-03-24,4,0.55,182.37,179.35,0
1813,18.6,48.7,4.9,6.9,0.0,2170-03-24,2,0.55,185.16,763.55,2
1814,18.6,48.7,4.9,6.9,0.0,2170-03-24,5,0.41,159.55,17.81,2
1815,21.9,50.8,7.6,18.5,0.0,2171-03-24,1,0.6,264.72,120.3,0
1816,21.9,50.8,7.6,18.5,0.0,2171-03-24,3,0.87,288.78,182.17,3
1817,21.9,50.8,7.6,18.5,0.0,2171-03-24,4,0.78,152.24,565.74,0
1818,21.9,50.8,7.6,18.5,0.0,2171-03-24,2,0.63,197.4,932.95,2
1819,21.9,50.8,7.6,18.5,0.0,2171-03-24,5,0.43,165.12,549.86,2
1820,30.1,31.6,6.9,20.7,0.0,2170-04-24,1,0.54,179.56,46.84,0
1821,30.1,31.6,6.9,20.7,0.0,2170-04-24,3,0.67,224.12,607.69,0
1822,30.1,31.6,6.9,20.7,0.0,2170-04-24,4,0.91,273.68,218.97,1
1823,30.1,31.6,6.9,20.7,0.0,2170-04-24,2,0.57,198.62,813.86,2
1824,30.1,31.6,6.9,20.7,0.0,2170-04-24,5,0.68,139.12,566.93,2
1825,21.8,61.0,12.9,23.8,0.0,2171-04-24,1,0.63,155.27,365.29,0
1826,21.8,61.0,12.9,23.8,0.0,2171-04-24,3,0.76,154.34,79.29,2
1827,21.8,61.0,12.9,23.8,0.0,2171-04-24,4,0.52,294.09,140.28,0
1828,21.8,61.0,12.9,23.8,0.0,2171-04-24,2,0.42,181.23,184.67,2
1829,21.8,61.0,12.9,23.8,0.0,2171-04-24,5,0.37,154.75,612.05,2
1830,15.8,61.9,4.8,7.6,0.0,2170-05-24,1,0.8,203.59,150.54,1
1831,15.8,61.9,4.8,7.6,0.0,2170-05-24,3,0.86,237.34,799.12,0
1832,15.8,61.9,4.8,7.6,0.0,2170-05-24,4,0.82,256.04,23.44,1
1833,15.8,61.9,4.8,7.6,0.0,2170-05-24,2,0.46,143.32,468.99,0
1834,15.8,61.9,4.8,7.6,0.0,2170-05-24,5,0.56,161.2,855.4,2
1835,20.7,62.0,6.9,13.1,0.0,2171-05-24,1,0.85,156.44,760.75,0
1836,20.7,62.0,6.9,13.1,0.0,2171-05-24,3,0.97,189.23,958.56,2
1837,20.7,62.0,6.9,13.1,0.0,2171-05-24,4,0.7,290.46,559.4,1
1838,20.7,62.0,6.9,13.1,0.0,2171-05-24,2,0.68,175.08,327.0,2
1839,20.7,62.0,6.9,13.1,0.0,2171-05-24,5,0.5,151.57,159.06,2
1840,30.4,57.6,5.6,12.1,0.0,2170-06-24,1,0.75,247.3,118.0,1
1841,30.4,57.6,5.6,12.1,0.0,2170-06-24,3,0.52,165.39,653.13,0
1842,30.4,57.6,5.6,12.1,0.0,2170-06-24,4,0.78,296.98,633.45,1
1843,30.4,57.6,5.6,12.1,0.0,2170-06-24,2,0.37,185.68,892.36,0
1844,30.4,57.6,5.6,12.1,0.0,2170-06-24,5,0.38,101.46,511.42,2
1845,35.1,45.2,3.5,7.9,0.0,2171-06-24,1,0.53,191.03,411.79,0
1846,35.1,45.2,3.5,7.9,0.0,2171-06-24,3,0.79,290.76,156.53,3
1847,35.1,45.2,3.5,7.9,0.0,2171-06-24,4,0.92,276.41,569.04,1
1848,35.1,45.2,3.5,7.9,0.0,2171-06-24,2,0.49,162.2,451.22,2
1849,35.1,45.2,3.5,7.9,0.0,2171-06-24,5,0.56,110.44,969.48,2
1850,37.6,46.9,6.2,13.1,0.0,2170-07-24,1,0.62,211.25,523.04,1
1851,37.6,46.9,6.2,13.1,0.0,2170-07-24,3,0.82,212.89,716.25,0
1852,37.6,46.9,6.2,13.1,0.0,2170-07-24,4,0.73,198.41,581.26,0
1853,37.6,46.9,6.2,13.1,0.0,2170-07-24,2,0.46,135.61,32.0,2
1854,37.6,46.9,6.2,13.1,0.0,2170-07-24,5,0.68,141.26,882.75,2
1855,42.9,35.7,2.4,6.9,0.0,2171-07-24,1,0.92,247.67,701.02,1
1856,42.9,35.7,2.4,6.9,0.0,2171-07-24,3,0.97,208.13,779.18,3
1857,42.9,35.7,2.4,6.9,0.0,2171-07-24,4,0.64,222.45,681.09,0
1858,42.9,35.7,2.4,6.9,0.0,2171-07-24,2,0.36,147.82,264.57,0
1859,42.9,35.7,2.4,6.9,0.0,2171-07-24,5,0.33,149.38,654.11,2
1860,41.3,35.2,2.8,6.6,0.0,2171-08-24,1,0.8,246.05,50.91,0
1861,41.3,35.2,2.8,6.6,0.0,2171-08-24,3,0.8,166.81,94.16,2
1862,41.3,35.2,2.8,6.6,0.0,2171-08-24,4,0.94,214.95,478.33,0
1863,41.3,35.2,2.8,6.6,0.0,2171-08-24,2,0.5,113.98,782.71,2
1864,41.3,35.2,2.8,6.6,0.0,2171-08-24,5,0.44,127.92,968.61,2
1865,33.9,37.9,2.7,8.9,0.0,2170-09-24,1,1.0,171.22,393.31,0
1866,33.9,37.9,2.7,8.9,0.0,2170-09-24,3,0.63,227.8,103.37,1
1867,33.9,37.9,2.7,8.9,0.0,2170-09-24,4,0.89,223.75,106.94,1
1868,33.9,37.9,2.7,8.9,0.0,2170-09-24,2,0.66,160.4,903.61,0
1869,33.9,37.9,2.7,8.9,0.0,2170-09-24,5,0.54,123.73,24.0,0
1870,31.7,60.6,5.1,11.6,0.0,2171-09-24,1,0.65,158.61,700.92,0
1871,31.7,60.6,5.1,11.6,0.0,2171-09-24,3,0.88,247.98,855.92,3
1872,31.7,60.6,5.1,11.6,0.0,2171-09-24,4,0.6,196.43,502.47,0
1873,31.7,60.6,5.1,11.6,0.0,2171-09-24,2,0.68,111.74,780.19,2
1874,31.7,60.6,5.1,11.6,0.0,2171-09-24,5,0.64,105.52,651.3,2
1875,11.6,78.5,5.3,7.6,0.1,2170-01-25,1,0.78,184.29,624.8,0
1876,11.6,78.5,5.3,7.6,0.1,2170-01-25,3,0.67,173.6,897.11,2
1877,11.6,78.5,5.3,7.6,0.1,2170-01-25,4,0.77,186.99,570.98,0
1878,11.6,78.5,5.3,7.6,0.1,2170-01-25,2,0.42,135.15,57.73,0
1879,11.6,78.5,5.3,7.6,0.1,2170-01-25,5,0.36,199.78,150.76,2
1880,12.3,62.1,2.8,1.8,0.0,2171-01-25,1,0.94,291.45,311.54,1
1881,12.3,62.1,2.8,1.8,0.0,2171-01-25,3,0.67,203.36,564.86,3
1882,12.3,62.1,2.8,1.8,0.0,2171-01-25,4,0.97,296.48,381.16,1
1883,12.3,62.1,2.8,1.8,0.0,2171-01-25,2,0.51,149.45,735.37,2
1884,12.3,62.1,2.8,1.8,0.0,2171-01-25,5,0.41,156.86,259.66,2
1885,19.0,63.1,2.8,2.6,0.0,2170-10-25,1,0.56,287.63,44.55,0
1886,19.0,63.1,2.8,2.6,0.0,2170-10-25,3,0.96,221.44,70.28,3
1887,19.0,63.1,2.8,2.6,0.0,2170-10-25,4,0.86,267.95,700.71,0
1888,19.0,63.1,2.8,2.6,0.0,2170-10-25,2,0.5,156.16,66.19,2
1889,19.0,63.1,2.8,2.6,0.0,2170-10-25,5,0.61,138.95,617.36,2
1890,27.4,59.3,4.1,12.4,0.0,2171-10-25,1,0.73,181.64,631.18,0
1891,27.4,59.3,4.1,12.4,0.0,2171-10-25,3,0.93,221.61,42.45,3
1892,27.4,59.3,4.1,12.4,0.0,2171-10-25,4,0.79,162.63,565.53,0
1893,27.4,59.3,4.1,12.4,0.0,2171-10-25,2,0.68,123.05,996.07,0
1894,27.4,59.3,4.1,12.4,0.0,2171-10-25,5,0.32,194.71,958.51,2
1895,17.8,68.4,5.0,7.0,0.0,2170-11-25,1,0.56,195.32,257.52,0
1896,17.8,68.4,5.0,7.0,0.0,2170-11-25,3,0.79,150.77,585.02,2
1897,17.8,68.4,5.0,7.0,0.0,2170-11-25,4,0.54,192.68,661.7,0
1898,17.8,68.4,5.0,7.0,0.0,2170-11-25,2,0.67,142.73,870.61,2
1899,17.8,68.4,5.0,7.0,0.0,2170-11-25,5,0.49,181.59,864.12,2
1900,15.7,65.1,7.9,14.3,0.0,2171-11-25,1,0.93,267.47,128.61,1
1901,15.7,65.1,7.9,14.3,0.0,2171-11-25,3,0.7,178.59,572.98,2
1902,15.7,65.1,7.9,14.3,0.0,2171-11-25,4,0.9,255.85,612.09,1
1903,15.7,65.1,7.9,14.3,0.0,2171-11-25,2,0.69,156.77,517.03,2
1904,15.7,65.1,7.9,14.3,0.0,2171-11-25,5,0.33,132.44,1.21,2
1905,14.6,75.0,3.5,4.6,0.0,2170-12-25,1,0.87,185.96,163.1,0
1906,14.6,75.0,3.5,4.6,0.0,2170-12-25,3,0.81,161.6,391.8,2
1907,14.6,75.0,3.5,4.6,0.0,2170-12-25,4,0.98,226.6,210.34,1
1908,14.6,75.0,3.5,4.6,0.0,2170-12-25,2,0.53,196.11,393.99,2
1909,14.6,75.0,3.5,4.6,0.0,2170-12-25,5,0.46,173.25,590.27,0
1910,18.3,67.9,4.6,12.3,0.0,2171-12-25,1,0.9,274.21,380.63,1
1911,18.3,67.9,4.6,12.3,0.0,2171-12-25,3,0.53,224.08,629.98,0
1912,18.3,67.9,4.6,12.3,0.0,2171-12-25,4,0.88,160.15,665.2,0
1913,18.3,67.9,4.6,12.3,0.0,2171-12-25,2,0.34,106.59,844.4,2
1914,18.3,67.9,4.6,12.3,0.0,2171-12-25,5,0.32,156.7,783.17,0
1915,15.7,65.6,5.0,10.5,0.0,2170-02-25,1,0.83,275.64,540.49,1
1916,15.7,65.6,5.0,10.5,0.0,2170-02-25,3,0.55,255.36,307.28,2
1917,15.7,65.6,5.0,10.5,0.0,2170-02-25,4,0.81,242.54,732.3,1
1918,15.7,65.6,5.0,10.5,0.0,2170-02-25,2,0.58,107.87,23.11,2
1919,15.7,65.6,5.0,10.5,0.0,2170-02-25,5,0.63,194.66,221.03,2
1920,12.1,56.2,4.8,10.2,0.0,2171-02-25,1,0.7,269.03,726.54,0
1921,12.1,56.2,4.8,10.2,0.0,2171-02-25,3,0.94,187.09,741.01,2
1922,12.1,56.2,4.8,10.2,0.0,2171-02-25,4,0.91,249.93,593.84,1
1923,12.1,56.2,4.8,10.2,0.0,2171-02-25,2,0.36,110.78,351.57,2
1924,12.1,56.2,4.8,10.2,0.0,2171-02-25,5,0.46,121.2,756.68,2
1925,19.6,59.0,3.6,7.3,0.0,2170-03-25,1,0.83,151.05,378.17,0
1926,19.6,59.0,3.6,7.3,0.0,2170-03-25,3,0.55,228.48,178.33,2
1927,19.6,59.0,3.6,7.3,0.0,2170-03-25,4,0.6,183.51,71.35,0
1928,19.6,59.0,3.6,7.3,0.0,2170-03-25,2,0.62,138.2,647.98,0
1929,19.6,59.0,3.6,7.3,0.0,2170-03-25,5,0.59,153.89,439.86,2
1930,22.6,40.5,9.9,19.5,0.0,2171-03-25,1,0.71,283.56,285.62,1
1931,22.6,40.5,9.9,19.5,0.0,2171-03-25,3,0.67,297.29,815.36,0
1932,22.6,40.5,9.9,19.5,0.0,2171-03-25,4,0.71,296.65,67.92,0
1933,22.6,40.5,9.9,19.5,0.0,2171-03-25,2,0.38,133.46,153.06,0
1934,22.6,40.5,9.9,19.5,0.0,2171-03-25,5,0.4,179.41,30.93,2
1935,19.7,51.6,6.6,19.1,0.0,2170-04-25,1,0.77,192.77,735.46,0
1936,19.7,51.6,6.6,19.1,0.0,2170-04-25,3,0.62,256.26,366.51,2
1937,19.7,51.6,6.6,19.1,0.0,2170-04-25,4,0.94,169.01,134.21,0
1938,19.7,51.6,6.6,19.1,0.0,2170-04-25,2,0.39,198.46,281.3,2
1939,19.7,51.6,6.6,19.1,0.0,2170-04-25,5,0.38,129.91,581.33,2
1940,18.5,62.0,3.8,6.1,0.0,2171-04-25,1,0.91,292.37,588.89,0
1941,18.5,62.0,3.8,6.1,0.0,2171-04-25,3,0.76,202.69,652.04,3
1942,18.5,62.0,3.8,6.1,0.0,2171-04-25,4,0.66,175.38,146.95,0
1943,18.5,62.0,3.8,6.1,0.0,2171-04-25,2,0.38,161.8,459.43,2
1944,18.5,62.0,3.8,6.1,0.0,2171-04-25,5,0.39,125.17,515.22,2
1945,18.8,49.2,7.9,13.6,0.0,2170-05-25,1,0.59,152.14,251.29,0
1946,18.8,49.2,7.9,13.6,0.0,2170-05-25,3,0.81,271.03,612.88,0
1947,18.8,49.2,7.9,13.6,0.0,2170-05-25,4,0.5,289.68,329.71,0
1948,18.8,49.2,7.9,13.6,0.0,2170-05-25,2,0.55,190.9,548.99,2
1949,18.8,49.2,7.9,13.6,0.0,2170-05-25,5,0.56,124.08,166.88,2
1950,24.1,53.9,12.3,19.1,0.0,2171-05-25,1,0.51,254.5,141.93,0
1951,24.1,53.9,12.3,19.1,0.0,2171-05-25,3,0.52,240.4,872.45,2
1952,24.1,53.9,12.3,19.1,0.0,2171-05-25,4,0.88,273.63,11.65,1
1953,24.1,53.9,12.3,19.1,0.0,2171-05-25,2,0.67,194.06,838.62,2
1954,24.1,53.9,12.3,19.1,0.0,2171-05-25,5,0.32,101.08,877.01,0
1955,35.0,48.5,2.3,5.9,0.0,2170-06-25,1,0.85,286.29,188.69,0
1956,35.0,48.5,2.3,5.9,0.0,2170-06-25,3,0.85,236.61,397.57,0
1957,35.0,48.5,2.3,5.9,0.0,2170-06-25,4,0.95,280.44,119.64,1
1958,35.0,48.5,2.3,5.9,0.0,2170-06-25,2,0.34,155.88,707.43,2
1959,35.0,48.5,2.3,5.9,0.0,2170-06-25,5,0.45,166.66,861.0,2
1960,33.9,45.0,4.3,11.6,0.0,2171-06-25,1,0.9,245.43,107.36,0
1961,33.9,45.0,4.3,11.6,0.0,2171-06-25,3,0.88,163.27,483.43,2
1962,33.9,45.0,4.3,11.6,0.0,2171-06-25,4,0.59,229.38,529.3,0
1963,33.9,45.0,4.3,11.6,0.0,2171-06-25,2,0.36,119.38,616.45,2
1964,33.9,45.0,4.3,11.6,0.0,2171-06-25,5,0.39,138.36,259.6,0
1965,35.0,51.6,6.9,12.0,0.0,2170-07-25,1,0.63,183.61,681.57,0
1966,35.0,51.6,6.9,12.0,0.0,2170-07-25,3,0.57,265.31,516.4,2
1967,35.0,51.6,6.9,12.0,0.0,2170-07-25,4,0.81,260.25,458.84,1
1968,35.0,51.6,6.9,12.0,0.0,2170-07-25,2,0.52,124.66,740.67,0
1969,35.0,51.6,6.9,12.0,0.0,2170-07-25,5,0.46,109.18,859.21,0
1970,39.4,42.4,10.2,19.7,0.0,2171-07-25,1,0.51,233.02,60.67,0
1971,39.4,42.4,10.2,19.7,0.0,2171-07-25,3,0.64,164.04,606.36,2
1972,39.4,42.4,10.2,19.7,0.0,2171-07-25,4,0.94,250.75,310.56,0
1973,39.4,42.4,10.2,19.7,0.0,2171-07-25,2,0.41,178.83,194.5,2
1974,39.4,42.4,10.2,19.7,0.0,2171-07-25,5,0.54,145.78,148.22,0
1975,37.9,45.3,5.9,13.5,0.0,2171-08-25,1,0.62,226.06,374.72,1
1976,37.9,45.3,5.9,13.5,0.0,2171-08-25,3,0.78,236.1,987.06,3
1977,37.9,45.3,5.9,13.5,0.0,2171-08-25,4,0.77,217.42,762.09,1
1978,37.9,45.3,5.9,13.5,0.0,2171-08-25,2,0.42,175.71,155.15,0
1979,37.9,45.3,5.9,13.5,0.0,2171-08-25,5,0.34,191.55,549.38,2
1980,36.2,50.3,3.2,11.2,0.0,2170-09-25,1,0.59,261.31,375.72,0
1981,36.2,50.3,3.2,11.2,0.0,2170-09-25,3,0.87,276.92,856.11,2
1982,36.2,50.3,3.2,11.2,0.0,2170-09-25,4,0.85,276.27,334.29,1
1983,36.2,50.3,3.2,11.2,0.0,2170-09-25,2,0.57,177.07,678.55,0
1984,36.2,50.3,3.2,11.2,0.0,2170-09-25,5,0.4,119.66,492.81,2
1985,31.2,46.1,3.4,8.6,0.0,2171-09-25,1,0.84,249.25,686.6,1
1986,31.2,46.1,3.4,8.6,0.0,2171-09-25,3,0.63,165.03,32.72,2
1987,31.2,46.1,3.4,8.6,0.0,2171-09-25,4,0.97,228.56,149.36,1
1988,31.2,46.1,3.4,8.6,0.0,2171-09-25,2,0.49,178.73,338.85,2
1989,31.2,46.1,3.4,8.6,0.0,2171-09-25,5,0.66,114.01,50.85,2
1990,10.5,51.8,4.1,6.9,0.0,2170-01-26,1,0.61,251.54,669.74,0
1991,10.5,51.8,4.1,6.9,0.0,2170-01-26,3,0.79,215.66,260.99,3
1992,10.5,51.8,4.1,6.9,0.0,2170-01-26,4,0.74,225.13,599.43,1
1993,10.5,51.8,4.1,6.9,0.0,2170-01-26,2,0.32,121.46,564.09,2
1994,10.5,51.8,4.1,6.9,0.0,2170-01-26,5,0.59,106.37,485.61,2
1995,12.7,67.2,2.8,2.4,0.0,2171-01-26,1,0.64,297.32,109.91,1
1996,12.7,67.2,2.8,2.4,0.0,2171-01-26,3,0.51,169.6,32.76,2
1997,12.7,67.2,2.8,2.4,0.0,2171-01-26,4,0.82,214.6,381.77,1
1998,12.7,67.2,2.8,2.4,0.0,2171-01-26,2,0.5,122.47,278.79,2
1999,12.7,67.2,2.8,2.4,0.0,2171-01-26,5,0.46,131.24,762.95,2
2000,18.9,61.0,3.4,4.5,0.0,2170-10-26,1,0.78,238.78,599.73,1
2001,18.9,61.0,3.4,4.5,0.0,2170-10-26,3,0.86,176.71,593.25,0
2002,18.9,61.0,3.4,4.5,0.0,2170-10-26,4,0.76,158.75,214.64,0
2003,18.9,61.0,3.4,4.5,0.0,2170-10-26,2,0.63,122.46,981.6,2
2004,18.9,61.0,3.4,4.5,0.0,2170-10-26,5,0.35,127.3,110.86,2
2005,28.3,71.5,3.5,6.9,0.0,2171-10-26,1,0.79,280.77,517.05,1
2006,28.3,71.5,3.5,6.9,0.0,2171-10-26,3,0.93,252.98,78.42,3
2007,28.3,71.5,3.5,6.9,0.0,2171-10-26,4,0.62,295.87,674.3,1
2008,28.3,71.5,3.5,6.9,0.0,2171-10-26,2,0.37,109.51,366.16,2
2009,28.3,71.5,3.5,6.9,0.0,2171-10-26,5,0.48,171.25,768.54,2
2010,15.0,65.6,10.8,19.4,0.0,2170-11-26,1,0.72,230.69,441.49,0
2011,15.0,65.6,10.8,19.4,0.0,2170-11-26,3,0.88,241.29,387.78,3
2012,15.0,65.6,10.8,19.4,0.0,2170-11-26,4,0.96,159.44,663.4,0
2013,15.0,65.6,10.8,19.4,0.0,2170-11-26,2,0.35,150.53,988.6,2
2014,15.0,65.6,10.8,19.4,0.0,2170-11-26,5,0.61,164.35,411.71,2
2015,14.2,80.0,2.8,1.4,0.0,2171-11-26,1,0.82,274.81,303.16,1
2016,14.2,80.0,2.8,1.4,0.0,2171-11-26,3,0.88,213.48,203.78,1
2017,14.2,80.0,2.8,1.4,0.0,2171-11-26,4,0.8,165.82,179.82,0
2018,14.2,80.0,2.8,1.4,0.0,2171-11-26,2,0.58,141.56,427.65,2
2019,14.2,80.0,2.8,1.4,0.0,2171-11-26,5,0.44,159.85,931.39,2
2020,1.2,52.8,2.8,2.6,0.0,2170-12-26,1,0.69,153.0,614.86,0
2021,1.2,52.8,2.8,2.6,0.0,2170-12-26,3,0.93,200.6,183.76,3
2022,1.2,52.8,2.8,2.6,0.0,2170-12-26,4,0.61,288.5,124.17,1
2023,1.2,52.8,2.8,2.6,0.0,2170-12-26,2,0.46,111.06,252.06,2
2024,1.2,52.8,2.8,2.6,0.0,2170-12-26,5,0.35,164.86,290.82,2
2025,22.3,63.9,2.9,3.2,0.0,2171-12-26,1,0.55,238.83,690.88,0
2026,22.3,63.9,2.9,3.2,0.0,2171-12-26,3,0.94,298.62,962.07,3
2027,22.3,63.9,2.9,3.2,0.0,2171-12-26,4,0.72,269.67,178.63,1
2028,22.3,63.9,2.9,3.2,0.0,2171-12-26,2,0.6,110.51,731.97,2
2029,22.3,63.9,2.9,3.2,0.0,2171-12-26,5,0.51,172.88,974.21,2
2030,15.1,67.6,4.7,8.1,0.0,2170-02-26,1,0.63,212.13,80.49,0
2031,15.1,67.6,4.7,8.1,0.0,2170-02-26,3,0.79,286.29,914.53,0
2032,15.1,67.6,4.7,8.1,0.0,2170-02-26,4,0.55,192.4,469.83,0
2033,15.1,67.6,4.7,8.1,0.0,2170-02-26,2,0.67,158.97,407.98,2
2034,15.1,67.6,4.7,8.1,0.0,2170-02-26,5,0.47,106.23,775.85,2
2035,12.0,54.7,7.3,12.4,0.0,2171-02-26,1,0.63,282.73,188.29,1
2036,12.0,54.7,7.3,12.4,0.0,2171-02-26,3,0.77,233.56,655.6,3
2037,12.0,54.7,7.3,12.4,0.0,2171-02-26,4,0.99,263.36,447.89,1
2038,12.0,54.7,7.3,12.4,0.0,2171-02-26,2,0.48,130.63,527.61,2
2039,12.0,54.7,7.3,12.4,0.0,2171-02-26,5,0.69,144.51,73.85,0
2040,22.0,52.1,8.4,14.3,0.0,2170-03-26,1,0.78,252.49,60.54,1
2041,22.0,52.1,8.4,14.3,0.0,2170-03-26,3,0.79,257.96,553.59,3
2042,22.0,52.1,8.4,14.3,0.0,2170-03-26,4,0.63,236.8,632.65,1
2043,22.0,52.1,8.4,14.3,0.0,2170-03-26,2,0.36,198.39,609.07,2
2044,22.0,52.1,8.4,14.3,0.0,2170-03-26,5,0.4,159.14,981.37,2
2045,20.8,48.1,10.4,17.8,0.0,2171-03-26,1,0.77,246.08,401.53,1
2046,20.8,48.1,10.4,17.8,0.0,2171-03-26,3,0.78,244.22,442.49,3
2047,20.8,48.1,10.4,17.8,0.0,2171-03-26,4,0.6,218.51,370.58,0
